trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_name,duration,task_type,task_parameters,start_trigger,end_trigger,wait.thisRepN,wait.thisTrialN,wait.thisN,wait.thisIndex,p_port.started,text_10.started,p_port_x_send_5.started,participant,condition,output folder,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,1.9600000086938962e-05,8.549347399999988,0.000640300000213756,,,,,,,,
