trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_name,duration,task_type,task_parameters,start_trigger,end_trigger,wait.thisRepN,wait.thisTrialN,wait.thisN,wait.thisIndex,p_port.started,p_port.stopped,text_10.started,p_port_x_send_5.started,participant,condition,output folder,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,1.939999992828234e-05,0.9955688000000009,10.166956800000207,0.0006324999999378633,,,,,,,,
