trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_name,duration,task_type,task_parameters,start_trigger,end_trigger,acq_start.thisRepN,acq_start.thisTrialN,acq_start.thisN,acq_start.thisIndex,text_11.started,p_port_x_send_6.started,text_11.stopped,participant,condition,output folder,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,10.790105500000209,0.00042070000017702114,11.788787000000411,,,,,,,,
