trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_name,duration,task_type,task_parameters,start_trigger,end_trigger,wait.thisRepN,wait.thisTrialN,wait.thisN,wait.thisIndex,p_port.started,p_port.stopped,text_10.started,p_port_x_send_5.started,participant,condition,output folder,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,2.0899999981338624e-05,0.09792680000009568,7.823965099999896,0.0003737000001819979,,,,,,,,
