trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_name,duration,task_type,task_parameters,start_trigger,end_trigger,wait.thisRepN,wait.thisTrialN,wait.thisN,wait.thisIndex,text_10.started,participant,condition,output folder,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,18.75846559999991,,,,,,,,
